Month,usg_apt,fg_apt,carrier,Total
5,PIT,PUJ,WN,171
5,PIT,PUJ,G4,1730
5,PIT,YUL,QK,2689
5,PIT,YYZ,QK,5637
5,PIT,YYZ,13Q,3
5,PNS,NCE,AOQ,3
5,PNS,PUJ,AA,168
5,PNS,RBA,AOQ,2
5,PPG,APW,2OQ,2146
5,PPG,TBU,2OQ,42
5,PPG,VAV,2OQ,14
5,PSM,ANR,0Q,6
5,PSM,LTN,VJT,2
5,PSP,YVR,WS,10611
5,PSP,YYC,WS,8529
5,PSP,YYC,13Q,6
5,PVD,FLR,VJT,5
5,PVD,LTN,VJT,3
5,PVD,YHU,04Q,4
5,RDU,AUA,AA,133
5,RDU,BDA,AA,78
5,RDU,CDG,AF,10933
5,RDU,CUN,B6,1951
5,RDU,KEF,FI,7402
5,RDU,LHR,AA,12625
5,RDU,NAS,DL,158
5,RDU,NAS,AA,95
5,RDU,YUL,QK,2816
5,RDU,YUL,OH,144
5,RDU,YYZ,QK,9771
5,RFD,CUN,AA,161
5,RFD,HND,UA,270
5,RFD,MEX,UA,124
5,RIL,QRO,VJT,2
5,RNO,GDL,Y4,5588
5,RNO,YEG,SY,174
5,ROG,SGN,VJT,6
5,ROG,TFS,VJT,6
5,RST,HKG,VJT,7
5,RST,KEF,IFQ,6
5,RST,YYZ,13Q,2
5,RSW,FRA,4Y,4800
5,RSW,LIM,LP,195
5,RSW,SDQ,AA,172
5,RSW,TZN,2LQ,4
5,RSW,YQG,SWQ,2
5,RSW,YYZ,WS,4360
5,RSW,YYZ,13Q,2
5,RSW,YYZ,RV,3264
5,SAA,YYZ,13Q,9
5,SAN,GVA,SWQ,4
5,SAN,HND,VJT,5
5,SAN,LHR,BA,24524
5,SAN,MUC,LH,9662
5,SAN,NRT,JL,5891
5,SAN,PVR,AS,2994
5,SAN,SJD,WN,1532
5,SAN,SJD,AS,9949
5,SAN,YUL,AC,5033
5,SAN,YVR,AC,306
5,SAN,YVR,QK,11739
5,SAN,YVR,WS,907
5,SAN,YYC,WS,6105
5,SAN,YYZ,AC,8070
5,SAT,BJX,VB,1790
5,SAT,BUD,SVW,6
5,SAT,BZE,WN,109
5,SAT,CUN,WN,956
5,SAT,CUN,AA,355
5,SAT,CUN,NK,20
5,SAT,CUN,SY,1362
5,SAT,FRA,DE,2449
5,SAT,GDL,AA,114
5,SAT,GDL,Y4,10258
5,SAT,LHR,UA,101
5,SAT,LTN,JCO,2
5,SAT,MAD,VJT,2
5,SAT,MEX,AA,159
5,SAT,MEX,UA,39
5,SAT,MEX,5D,10605
5,SAT,MEX,VB,8014
5,SAT,MEX,Y4,7091
5,SAT,MID,UA,81
5,SAT,MTY,VB,11685
5,SAT,PTY,UA,169
5,SAT,PVR,AA,129
5,SAT,SJD,AA,189
5,SAT,YQG,SWQ,2
5,SAT,YVR,UA,227
5,SAT,QRO,AA,60
5,SAT,QRO,UA,120
5,SAT,QRO,VB,1980
5,SAV,JED,5Y,143
5,SAV,JNB,DL,219
5,SAV,LBG,VJT,2
5,SBA,LIN,VJT,5
5,SBM,YYZ,13Q,7
5,SCF,SJD,3EQ,5
5,SDF,SNN,36Q,13
5,SDF,YYZ,13Q,12
5,SEA,AMS,DL,29857
5,SEA,BZE,AS,948
5,SEA,CDG,AF,7687
5,SEA,CDG,DL,15534
5,SEA,CDG,TN,4821
5,SEA,CUN,DL,10925
5,SEA,CUN,AS,9214
5,SEA,DOH,QR,21148
5,SEA,DUB,EI,11151
5,SEA,DXB,EK,15872
5,SEA,FRA,LH,12336
5,SEA,FRA,DE,16801
5,SEA,GDL,Y4,10669
5,SEA,HND,DL,15636
5,SEA,HND,NH,9632
5,SEA,ICN,KE,15255
5,SEA,ICN,DL,15839
5,SEA,ICN,OZ,17917
5,SEA,IST,TK,16784
5,SEA,KEF,FI,18443
5,SEA,LHR,BA,27697
5,SEA,LHR,VS,13504
5,SEA,LHR,DL,11848
5,SEA,MEX,AM,7957
5,SEA,MUC,LH,211
5,SEA,NRT,JL,10442
5,SEA,ORK,AOQ,2
5,SEA,PPT,TN,4243
5,SEA,PVG,DL,14602
5,SEA,PVR,DL,9139
5,SEA,PVR,AS,6320
5,SEA,SIN,SQ,6108
5,SEA,SJD,DL,8319
5,SEA,SJD,AS,10333
5,SEA,TPE,BR,20429
5,SEA,YEG,QX,5608
5,SEA,YEG,DL,31
5,SEA,YEG,WS,641
5,SEA,YUL,AC,4948
5,SEA,YVR,QX,12620
5,SEA,YVR,AS,8829
5,SEA,YVR,QK,16300
5,SEA,YVR,OO,24691
5,SEA,YYC,QX,5769
5,SEA,YYC,WS,10724
5,SEA,YYC,OO,1710
5,SEA,YYJ,OO,12563
5,SEA,YYZ,AC,11900
5,SEA,YYZ,AS,3662
5,SFB,PUJ,GCA,179
5,SFO,AKL,NZ,9376
5,SFO,AKL,UA,4977
5,SFO,AMS,KL,18606
5,SFO,AMS,UA,11532
5,SFO,BCN,IB,8731
5,SFO,BCN,UA,2597
5,SFO,BLR,AI,7519
5,SFO,BNE,UA,5914
5,SFO,BOM,AI,9418
5,SFO,BWE,WGT,7
5,SFO,CAN,CZ,5726
5,SFO,CDG,AF,21927
5,SFO,CDG,UA,12221
5,SFO,CUN,AS,1171
5,SFO,CUN,UA,20863
5,SFO,CPH,SK,13360
5,SFO,CRK,VJT,4
5,SFO,DEL,AI,23423
5,SFO,DOH,QR,19514
5,SFO,DUB,EI,16143
5,SFO,DUB,QFX,5
5,SFO,DXB,EK,25287
5,SFO,FAB,GCQ,16
5,SFO,FCO,AZ,7479
5,SFO,FCO,UA,11908
5,SFO,FRA,LH,20118
5,SFO,FRA,UA,29116
5,SFO,FRA,DE,14568
5,SFO,GDL,AM,3890
5,SFO,HKG,CX,21626
5,SFO,HKG,UA,30951
5,SFO,HKG,VJT,2
5,SFO,HND,JL,11135
5,SFO,HND,NH,10877
5,SFO,HND,UA,13371
5,SFO,ICN,KE,21485
5,SFO,ICN,UA,24998
5,SFO,ICN,OZ,17036
5,SFO,IST,TK,24634
5,SFO,KIX,UA,11962
5,SFO,LBG,VJT,1
5,SFO,LBG,WGT,4
5,SFO,LHR,BA,38307
5,SFO,LHR,VS,23529
5,SFO,LHR,UA,31985
5,SFO,LIM,VJT,3
5,SFO,LIN,VJT,2
5,SFO,LIR,UA,463
5,SFO,LIS,TP,8865
5,SFO,MAD,IB,6906
5,SFO,MEL,UA,10514
5,SFO,MEX,AM,18075
5,SFO,MEX,UA,19306
5,SFO,MNL,PR,18353
5,SFO,MNL,UA,19313
5,SFO,MUC,LH,12985
5,SFO,MUC,UA,13944
5,SFO,NAN,FJ,6641
5,SFO,NRT,JL,9909
5,SFO,NRT,NH,10620
5,SFO,NRT,UA,16938
5,SFO,NRT,ZG,14163
5,SFO,ORY,BF,7368
5,SFO,PEK,CA,5198
5,SFO,PEK,UA,15936
5,SFO,PPT,UA,5738
5,SFO,PPT,BF,5310
5,SFO,PTY,CM,14657
5,SFO,PVG,MU,7062
5,SFO,PVG,UA,16449
5,SFO,PVR,AS,10924
5,SFO,PVR,UA,9891
5,SFO,PVR,VJT,6
5,SFO,SAL,TA,19145
5,SFO,SIN,SQ,13792
5,SFO,SIN,UA,26151
5,SFO,SJD,AS,10750
5,SFO,SJD,UA,16893
5,SFO,SJO,VJT,4
5,SFO,SYD,QF,4399
5,SFO,SYD,UA,12094
5,SFO,TPE,CI,22331
5,SFO,TPE,UA,31399
5,SFO,TPE,BR,55016
5,SFO,TPE,JX,12843
5,SFO,WUH,CZ,5730
5,SFO,YEG,QK,4024
5,SFO,YFB,AQB,2
5,SFO,YUL,AC,13750
5,SFO,YVR,AC,30002
5,SFO,YVR,UA,32816
5,SFO,YVR,QK,190
5,SFO,YVR,WS,6439
5,SFO,YVR,07Q,7006
5,SFO,YYC,UA,6684
5,SFO,YYC,WS,16175
5,SFO,YYZ,AC,40564
5,SFO,YYZ,UA,8258
5,SFO,YYZ,PD,6470
5,SFO,ZRH,UA,11857
5,SFO,ZRH,LX,15279
5,SIG,AXA,04Q,4
5,SIG,LRM,04Q,6
5,SIG,SBH,04Q,12
5,SJC,BCN,VJT,2
5,SJC,BJX,Y4,2124
5,SJC,BLQ,VJT,2
5,SJC,CCF,SWQ,11
5,SJC,DUB,VJT,2
5,SJC,EDI,VJT,3
5,SJC,EMA,VJT,2
5,SJC,FLR,3EQ,2
5,SJC,FRA,0CQ,2
5,SJC,GDL,AS,7529
5,SJC,GDL,Y4,17489
5,SJC,HND,VJT,5
5,SJC,LBG,VJT,5
5,SJC,LTN,AOQ,1
5,SJC,MEX,UA,102
5,SJC,MLM,Y4,5029
5,SJC,MST,VJT,2
5,SJC,NRT,ZG,9843
5,SJC,PVR,AS,1725
5,SJC,SJD,AS,4127
5,SJC,SJD,OO,2128
5,SJC,SNN,VJT,1
5,SJC,VCE,VJT,1
5,SJC,ZCL,Y4,2132
5,SJU,ANU,3M,20
5,SJU,ANU,04Q,2
5,SJU,AXA,MQ,71
5,SJU,AXA,3M,108
5,SJU,BOG,AV,11737
5,SJU,DOM,3M,1671
5,SJU,EIS,9K,1905
5,SJU,EIS,MQ,117
5,SJU,EIS,3M,4638
5,SJU,EIS,04Q,26
5,SJU,GEO,B6,184
5,SJU,LRM,04Q,8
5,SJU,MAD,IB,13895
5,SJU,MDE,AV,5113
5,SJU,NEV,04Q,4
5,SJU,PTY,CM,16429
5,SJU,PUJ,AA,162
5,SJU,PUJ,B6,20144
5,SJU,PUJ,F9,14048
5,SJU,PUJ,GCA,851
5,SJU,SBH,04Q,3332
5,SJU,SDQ,AA,183
5,SJU,SDQ,B6,14771
5,SJU,SDQ,F9,5756
5,SJU,SKB,3M,749
5,SJU,STI,3M,1934
5,SJU,SXM,3M,511
5,SJU,SXM,04Q,8
5,SJU,UVF,04Q,2
5,SJU,VIJ,9K,310
5,SJU,VIJ,04Q,37
5,SJU,YYZ,04Q,3
5,SLC,AMS,KL,7780
5,SLC,AMS,DL,16006
5,SLC,CDG,DL,15401
5,SLC,CUN,DL,10559
5,SLC,DUB,VJT,4
5,SLC,GDL,AM,8680
5,SLC,LHR,DL,8548
5,SLC,MEX,DL,7223
5,SLC,MZT,AM,159
5,SLC,NCE,VJT,4
5,SLC,PVR,DL,10172
5,SLC,SJD,DL,9158
5,SLC,YVR,OO,7520
5,SLC,YYC,OO,7455
5,SLC,YYZ,DL,7253
5,SMF,AGP,VJT,9
5,SMF,BJX,Y4,2601
5,SMF,GDL,AM,4776
5,SMF,GDL,Y4,15095
5,SMF,SJD,WN,2362
5,SMF,YVR,QK,3917
5,SNA,PVR,WN,6327
5,SNA,SJD,WN,7738
5,SNA,YVR,AC,8791
5,SNA,YVR,WS,4343
5,SNA,YYC,WS,3070
5,SPN,HKG,HX,2077
5,SPN,ICN,OZ,2024
5,SPN,ICN,7C,18553
5,SPN,NRT,UA,2480
5,SPS,DGO,MQ,55
5,SRQ,MAN,AOQ,2
5,SRQ,NAS,04Q,6
5,SRQ,STI,B6,61
5,SRQ,YYZ,13Q,5
5,SSI,MHH,04Q,4
5,STL,CUN,WN,10203
5,STL,CUN,F9,10156
5,STL,FRA,LH,6187
5,STL,MBJ,F9,2436
5,STL,NAS,GCA,96
5,STL,PUJ,F9,5793
5,STL,SJD,WN,821
5,STL,YUL,QK,3079
5,STL,YYZ,QK,6702
5,STS,SJO,VJT,1
5,STT,AXA,9K,341
5,STT,EIS,9K,608
5,STT,EIS,04Q,4
5,STT,NEV,9K,349
5,STT,SBH,04Q,5
5,STT,VIJ,04Q,6
5,SUS,PLS,LF,20
5,SWF,BRS,VJT,4
5,SWF,KEF,OG,9574
5,SWF,MAD,GEQ,4
5,SWF,PAD,GEQ,1
5,SWF,YYZ,27Q,7
5,TEB,ATH,VJT,8
5,TEB,ATH,27Q,2
5,TEB,BCN,VJT,5
5,TEB,BDS,VJT,3
5,TEB,BQH,TEQ,5
5,TEB,BRI,VJT,1
5,TEB,BSL,VJT,7
5,TEB,BTS,2AQ,2
5,TEB,BUD,SVW,2
5,TEB,BUD,15Q,2
5,TEB,CIA,VJT,10
5,TEB,CIA,36Q,5
5,TEB,CIW,04Q,3
5,TEB,CUN,2AQ,2
5,TEB,EIN,VJT,2
5,TEB,FAB,VJT,7
5,TEB,FAB,27Q,1
5,TEB,FAB,JCO,8
5,TEB,FAB,AOQ,2
5,TEB,FAO,AOQ,2
5,TEB,FCO,VJT,3
5,TEB,FLN,VJT,9
5,TEB,FLR,VJT,4
5,TEB,GOA,AOQ,6
5,TEB,GRU,VJT,2
5,TEB,GVA,15Q,4
5,TEB,KEF,0J,3
5,TEB,KEF,IFQ,2
5,TEB,KIR,27Q,8
5,TEB,KIR,3FQ,61
5,TEB,KIX,VJT,7
5,TEB,LBG,0Q,2
5,TEB,LBG,VJT,6
5,TEB,LBG,27Q,1
5,TEB,LBG,TEQ,5
5,TEB,LBG,QFX,9
5,TEB,LCA,KFQ,9
5,TEB,LIM,VJT,5
5,TEB,LIN,VJT,5
5,TEB,LIN,AOQ,1
5,TEB,LTN,0UQ,4
5,TEB,LTN,15Q,2
5,TEB,LTN,VJT,34
5,TEB,LTN,IFQ,7
5,TEB,LTN,JCO,15
5,TEB,MAD,VJT,13
5,TEB,MAD,TEQ,5
5,TEB,MAD,GEQ,2
5,TEB,MAD,PTQ,8
5,TEB,MAN,AOQ,2
5,TEB,MLA,KFQ,14
5,TEB,MRS,VJT,5
5,TEB,NAS,04Q,1
5,TEB,NCE,SVW,4
5,TEB,NCE,15Q,3
5,TEB,NCE,17Q,3
5,TEB,NCE,VJT,7
5,TEB,NCE,26Q,2
5,TEB,NCE,36Q,4
5,TEB,NHT,VJT,4
5,TEB,NUE,VJT,2
5,TEB,PLS,27Q,2
5,TEB,PLS,3FQ,9
5,TEB,PMI,2UQ,2
5,TEB,PSA,17Q,3
5,TEB,PSA,AOQ,5
5,TEB,RAK,1XQ,8
5,TEB,SCL,VJT,6
5,TEB,SJD,VJT,2
5,TEB,SNN,0J,2
5,TEB,SNN,VJT,4
5,TEB,SNN,26Q,1
5,TEB,SOF,36Q,5
5,TEB,TLN,VJT,1
5,TEB,VCE,15Q,1
5,TEB,VCE,AOQ,2
5,TEB,YAM,13Q,18
5,TEB,YHM,HAQ,10
5,TEB,YHU,NLQ,2
5,TEB,YOO,13Q,2
5,TEB,YOW,13Q,6
5,TEB,YQA,13Q,1
5,TEB,YYT,AOQ,3
5,TEB,YYZ,04Q,6
5,TEB,YYZ,13Q,128
5,TEB,ZRH,CAZ,3
5,TEB,ZRH,IFQ,4
5,TIX,ZRH,WGT,2
5,TLH,LBG,VJT,1
5,TMB,ASD,04Q,8
5,TMB,CXY,2LQ,16
5,TMB,SAQ,2LQ,5
5,TPA,BCN,GEQ,1
5,TPA,BEG,IFQ,2
5,TPA,BIO,VJT,2
5,TPA,CUN,B6,7827
5,TPA,CUN,F9,1386
5,TPA,CMN,SWQ,2
5,TPA,FRA,4Y,13144
5,TPA,GCM,KX,3415
5,TPA,GUA,DL,196
5,TPA,HAV,WN,8494
5,TPA,HAV,WL,642
5,TPA,HAV,GCA,528
5,TPA,HOG,GCA,1153
5,TPA,LGW,BA,16450
5,TPA,LHR,VS,12844
5,TPA,MBJ,UA,172
5,TPA,MEX,AA,145
5,TPA,MHH,3M,202
5,TPA,NAS,3M,772
5,TPA,NAS,04Q,5
5,TPA,NAS,2LQ,2
5,TPA,PTY,CM,7066
5,TPA,PUJ,F9,2184
5,TPA,SDQ,F9,3045
5,TPA,SNU,WL,1751
5,TPA,WKR,2LQ,6
5,TPA,YHM,WS,1159
5,TPA,YUL,RV,2972
5,TPA,YYT,WS,1187
5,TPA,YYZ,WS,5355
5,TPA,YYZ,PD,232
5,TPA,YYZ,13Q,2
5,TPA,YYZ,RV,10865
5,TPA,ZRH,8R,5574
5,TUL,SNN,IFQ,7
5,TUL,YUL,AA,115
5,TUL,YVR,AA,143
5,VNY,FRA,0CQ,2
5,VNY,KIX,3EQ,2
5,VNY,LBG,VJT,2
5,VNY,LIN,VJT,5
5,VNY,TLC,3EQ,10
5,VNY,YEG,13Q,6
5,YIP,YKF,13Q,5
5,YUM,MEX,GCA,767
5,T8X,GCM,3FQ,12
5,ZZZ,CXH,KAH,4
5,ZZZ,NAS,2LQ,15
5,ZZZ,SAQ,2LQ,61
5,ZZZ,YCF,KAH,1
5,ZZZ,ZNA,KAH,40
5,ZZZ,YPT,KAH,9
5,ZZZ,BC7,KAH,4
6,ABE,YUL,PT,48
6,ABQ,CUN,UA,175
6,ABQ,SJD,WN,134
6,ACK,YTZ,04Q,6
6,ACY,YOW,NLQ,5
6,ACY,YOW,04Q,1
6,AEX,BOG,GCA,681
6,AEX,GUA,GCA,1352
6,AEX,GYE,GCA,1014
6,AEX,HAV,GCA,21
6,AEX,KIN,GCA,77
6,AEX,LIM,GCA,48
6,AEX,MGA,X9,480
6,AEX,PTY,GCA,157
6,AEX,SAL,GCA,215
6,AEX,SAP,GCA,1591
6,AEX,SDQ,GCA,33
6,AFW,OTP,X9,174
6,AFW,TIA,X9,48
6,AGS,YUL,0Q,2
6,ALB,BRU,UA,172
6,ALB,SNN,UA,173
6,AMA,SJO,WN,158
6,ANC,FRA,4Y,1922
6,ANC,HKG,VJT,12
6,ANC,ICN,AA,279
6,ANC,SHE,X9,163
6,ANC,TSA,VJT,3
6,ANC,YVR,AC,6576
6,APA,LBG,VJT,4
6,APA,YYZ,13Q,2
6,APC,YCD,13Q,8
6,APF,NAS,04Q,7
6,APF,YYZ,13Q,6
6,ART,YOW,04Q,1
6,ASE,NUE,VJT,2
6,ATL,ADD,ET,6060
6,ATL,AMS,KL,21663
6,ATL,AMS,DL,47344
6,ATL,ANU,DL,1665
6,ATL,ATH,DL,19148
6,ATL,AUA,DL,10291
6,ATL,BCN,DL,19158
6,ATL,BDA,DL,2745
6,ATL,BJX,5D,5124
6,ATL,BOG,DL,22203
6,ATL,BON,DL,1765
6,ATL,BZE,DL,9195
6,ATL,CDG,AF,49934
6,ATL,CDG,DL,44599
6,ATL,CUN,WN,8047
6,ATL,CUN,DL,55072
6,ATL,CUN,F9,8679
6,ATL,CPH,SK,5626
6,ATL,CPT,DL,6866
6,ATL,CTG,DL,3827
6,ATL,CUR,DL,1507
6,ATL,CZM,DL,463
6,ATL,DBV,XQQ,2
6,ATL,DOH,QR,18610
6,ATL,DUB,DL,18848
6,ATL,EDI,DL,11968
6,ATL,ELH,9E,2831
6,ATL,EZE,DL,12806
6,ATL,FCO,DL,35174
6,ATL,FRA,LH,12001
6,ATL,FRA,DL,12821
6,ATL,GCM,DL,8582
6,ATL,GDL,DL,8421
6,ATL,GDL,5D,4912
6,ATL,GGT,9E,2717
6,ATL,GIG,DL,5009
6,ATL,GRU,DL,30006
6,ATL,GUA,DL,11170
6,ATL,GUA,F9,335
6,ATL,GVA,VJT,5
6,ATL,HND,DL,16600
6,ATL,ICN,KE,19715
6,ATL,ICN,DL,31528
6,ATL,IST,TK,20527
6,ATL,JNB,DL,14609
6,ATL,KIN,DL,9079
6,ATL,LHR,BA,12888
6,ATL,LHR,VS,18122
6,ATL,LHR,DL,39201
6,ATL,LIM,DL,19053
6,ATL,LIM,LP,12524
6,ATL,LIR,DL,11678
6,ATL,LOS,DL,11656
6,ATL,MAD,DL,18991
6,ATL,MAN,VS,12927
6,ATL,MBJ,DL,34125
6,ATL,MBJ,F9,11060
6,ATL,MEX,DL,43880
6,ATL,MHH,9E,2727
6,ATL,MID,5D,3934
6,ATL,MTY,DL,7008
6,ATL,MTY,5D,4938
6,ATL,MUC,DL,13108
6,ATL,MXP,DL,13546
6,ATL,NAS,DL,30129
6,ATL,NCE,DL,12715
6,ATL,PLS,DL,11726
6,ATL,PTY,CM,5410
6,ATL,PTY,DL,12841
6,ATL,PUJ,WN,313
6,ATL,PUJ,DL,34021
6,ATL,PUJ,F9,10083
6,ATL,PVR,DL,10014
6,ATL,RTB,DL,1641
6,ATL,SAL,DL,9447
6,ATL,SAL,F9,2301
6,ATL,SAP,DL,9039
6,ATL,SCL,DL,17088
6,ATL,SDQ,DL,10449
6,ATL,SJD,DL,12026
6,ATL,SJO,DL,22127
6,ATL,SJO,F9,2552
6,ATL,SKB,DL,1599
6,ATL,STI,DL,345
6,ATL,STR,DL,6586
6,ATL,STR,WGT,5
6,ATL,SXM,DL,11216
6,ATL,UIO,DL,12818
6,ATL,UVF,DL,10419
6,ATL,VCE,DL,17429
6,ATL,YEG,WS,6870
6,ATL,YUL,DL,21159
6,ATL,YUL,QK,4615
6,ATL,YUL,RV,4269
6,ATL,YVR,WS,15635
6,ATL,YWG,WS,4947
6,ATL,YYC,WS,18451
6,ATL,YYZ,AC,1723
6,ATL,YYZ,DL,43443
6,ATL,YYZ,QK,4558
6,ATL,YYZ,SY,76
6,ATL,YYZ,RV,8129
6,ATL,ZRH,DL,6532
6,ATL,TQO,DL,8834
6,AUS,AMS,KL,7011
6,AUS,BCN,IFQ,10
6,AUS,BZE,UA,139
6,AUS,CUN,WN,16583
6,AUS,CUN,AA,19472
6,AUS,CUN,UA,136
6,AUS,CZM,WN,1046
6,AUS,FRA,LH,10536
6,AUS,GCM,UA,145
6,AUS,GUA,UA,143
6,AUS,LBG,VJT,4
6,AUS,LHR,BA,17382
6,AUS,LHR,AA,217
6,AUS,MEX,AM,3137
6,AUS,MEX,AA,158
6,AUS,MEX,5D,3603
6,AUS,MID,UA,95
6,AUS,MTY,VB,3541
6,AUS,MUC,UA,149
6,AUS,NAS,UA,162
6,AUS,OAX,AA,143
6,AUS,PTY,CM,5200
6,AUS,PVR,WN,2174
6,AUS,PVR,UA,80
6,AUS,SAL,UA,170
6,AUS,SAP,UA,142
6,AUS,SJD,WN,8275
6,AUS,SJD,AA,9126
6,AUS,SJO,UA,290
6,AUS,XPL,UA,120
6,AUS,YUL,AC,3607
6,AUS,YVR,AC,3847
6,AUS,YYC,AA,124
6,AUS,YYC,WS,2803
6,AUS,YYZ,RV,8056
6,AZA,FLR,HUQ,4
6,AZA,GUA,GCA,423
6,AZA,MEX,GCA,48
6,BCT,CCZ,04Q,3
6,BCT,FAB,36Q,2
6,BCT,FPO,2LQ,14
6,BCT,IBZ,AOQ,1
6,BCT,NAS,04Q,16
6,BCT,NCE,VJT,6
6,BCT,TLN,VJT,7
6,BCT,VIE,AOQ,3
6,BCT,BS3,2LQ,1
6,BDL,DUB,EI,8408
6,BDL,YUL,YX,61
6,BDL,YYZ,QK,3005
6,BDL,ZRH,LX,171
6,BED,ARN,VJT,4
6,BED,BCN,GEQ,4
6,BED,BER,NIQ,3
6,BED,BER,AQX,10
6,BED,FAB,15Q,2
6,BED,VIE,VJT,2
6,BED,YVR,SY,80
6,BED,YYC,27Q,4
6,BED,YYZ,AC,66
6,BED,YYZ,13Q,2
6,BED,OXF,VJT,2
6,BFI,TUF,VJT,88
6,BFI,YCD,KAH,8
6,BFI,YCD,13Q,8
6,BFI,YVR,KAH,3
6,BFI,YYC,KAH,6
6,BFI,YYC,VJT,4
6,BFI,AZI,VJT,2
6,BGR,BHX,WGT,7
6,BGR,BQH,NIQ,12
6,BGR,BRS,13Q,4
6,BGR,CPH,SK,148
6,BGR,DUB,EAU,4
6,BGR,FAB,VJT,7
6,BGR,LBG,VJT,8
6,BGR,LHR,BA,243
6,BGR,MAD,15Q,3
6,BGR,MUC,GEQ,5
6,BGR,NCE,36Q,10
6,BGR,RTM,AOQ,5
6,BGR,STN,1UQ,15
6,BGR,YCL,04Q,7
6,BGR,ZRH,3FQ,3
6,BGR,ZRH,IFQ,1
6,IFP,YEG,SY,165
6,BHM,FCO,VJT,9
6,BJC,OSL,LDQ,6
6,BLM,BRU,IFQ,6
6,BNA,CUN,WN,8511
6,BNA,CUN,VB,1350
6,BNA,EDI,IFQ,9
6,BNA,LBG,VJT,4
6,BNA,LHR,BA,15551
6,BNA,LHR,DL,227
6,BNA,MAD,VJT,5
6,BNA,MUC,VJT,4
6,BNA,NCE,VJT,9
6,BNA,PUJ,G4,1327
6,BNA,YEG,WS,2287
6,BNA,YUL,QK,2272
6,BNA,YVR,WS,2350
6,BNA,YYC,WS,8419
6,BNA,YYZ,AC,11745
6,BNA,YYZ,WS,6206
6,BNA,YYZ,SY,95
6,BNA,YYZ,07Q,3915
6,BNA,YYZ,13Q,8
6,BNA,YYZ,RV,3846
6,BOS,AGP,ATQ,3
6,BOS,AMS,KL,8337
6,BOS,AMS,DL,28977
6,BOS,AMS,B6,5631
6,BOS,ATH,DL,15254
6,BOS,ATH,UA,229
6,BOS,AUA,B6,22284
6,BOS,AUH,EY,8779
6,BOS,BCN,IB,14329
6,BOS,BDA,B6,6455
6,BOS,BGI,B6,2128
6,BOS,BMA,VJT,1
6,BOS,BOG,AV,8432
6,BOS,CAI,VJT,4
6,BOS,CDG,AF,37807
6,BOS,CDG,DL,15177
6,BOS,CDG,B6,6673
6,BOS,CUN,DL,8804
6,BOS,CUN,AA,1528
6,BOS,CUN,B6,10810
6,BOS,CPH,SK,14036
6,BOS,DND,VJT,4
6,BOS,DOH,AA,242
6,BOS,DOH,QR,21752
6,BOS,DUB,EI,34169
6,BOS,DUB,DL,12160
6,BOS,DUB,B6,8262
6,BOS,EDI,DL,10931
6,BOS,FAB,VJT,3
6,BOS,FCO,AZ,12214
6,BOS,FCO,DL,15443
6,BOS,FCO,AA,357
6,BOS,FCO,UA,216
6,BOS,FNC,S4,984
6,BOS,FRA,LH,22664
6,BOS,FRA,VJT,1
6,BOS,GND,B6,1229
6,BOS,GRU,JJ,7006
6,BOS,HKG,CX,15307
6,BOS,ICN,KE,14256
6,BOS,IST,TK,16816
6,BOS,KEF,FI,28351
6,BOS,KEF,36Q,8
6,BOS,KEF,OG,11790
6,BOS,LGW,B6,7280
6,BOS,LHR,BA,50217
6,BOS,LHR,VS,25693
6,BOS,LHR,DL,11452
6,BOS,LHR,AA,14458
6,BOS,LHR,UA,161
6,BOS,LHR,B6,7453
6,BOS,LIS,TP,18102
6,BOS,LIS,DL,11345
6,BOS,LJU,3EQ,2
6,BOS,LTN,VJT,14
6,BOS,MAD,IB,15955
6,BOS,MAN,VS,236
6,BOS,MBJ,B6,3489
6,BOS,MEX,AM,7800
6,BOS,MUC,LH,22952
6,BOS,NAS,B6,1921
6,BOS,NHT,36Q,1
6,BOS,NRT,JL,9771
6,BOS,OPO,S4,1003
6,BOS,PDL,S4,15324
6,BOS,PLS,B6,2110
6,BOS,PMI,0CQ,1
6,BOS,POP,B6,751
6,BOS,PTY,CM,11943
6,BOS,PUJ,B6,12497
6,BOS,SAL,TA,6444
6,BOS,SCL,0CQ,1
6,BOS,SDQ,B6,17696
6,BOS,SJO,UA,158
6,BOS,SNN,EI,10040
6,BOS,STI,DL,155
6,BOS,STI,B6,14429
6,BOS,STN,5Y,143
6,BOS,SXM,B6,2850
6,BOS,TER,S4,1597
6,BOS,TLV,LY,6666
6,BOS,UVF,B6,189
6,BOS,YHZ,QK,3597
6,BOS,YHZ,YX,340
6,BOS,YQB,YX,50
6,BOS,YUL,AC,226
6,BOS,YUL,QK,15226
6,BOS,YVR,B6,3964
6,BOS,YYC,WS,4170
6,BOS,YYZ,AC,30158
6,BOS,YYZ,DL,62
6,BOS,YYZ,QK,124
6,BOS,ZRH,UA,188
6,BOS,ZRH,LX,23267
6,BOS,QRO,AM,146
6,BQN,PUJ,GCA,130
6,BQN,SBH,04Q,5
6,BTR,EDI,VJT,4
6,BTV,YHU,04Q,7
6,BUF,YUL,YX,75
6,BUF,YUL,13Q,4
6,BUF,YYZ,AC,1
6,BUF,YYZ,13Q,3
6,BUR,TLC,VJT,3
6,BWI,ABV,SVW,5
6,BWI,AUA,WN,5760
6,BWI,BZE,WN,1171
6,BWI,CUN,WN,19597
